isrc,song_title,artist,spirit_songwriters,lum_us_streams_12mo,lum_us_ondemand_12mo,lum_radio_spins_12mo,lum_radio_audience_12mo,source_ok
AEA3A2561946,Run,DEEPS,Jordan Cosmo,15331,15251,0,0,yes
QM6P42518943,Dusk Til Dawn,Kilder,Melodie Wagner,60766,60758,0,0,yes
QZYG82500127,Where Do Dreams Go,Grant Gilbert,Brent Anderson,28112,27888,0,0,yes
QZW5K2500002,Heaven And Back,Matt Stell,"Brent Anderson,Jeremy Bussey,Frank Rogers",516147,514772,9,0,yes
QZXF32500005,Credit Card,mxrgan,Sawyer Utah,7687,7686,0,0,yes
QZNJV2533440,Ruins,Tommy Lyon,Jordan Cosmo,131553,131481,0,0,yes
TCAJP2591630,Cowboys and Hippies,Trey Gallman,Joe Bryson,1131,1128,0,0,yes
QZTV32553137,Sound Of You Leaving,12/OC,"Justin Richards,Sam Carter",56691,56618,0,0,yes
QZ9H32500037,Going Nowhere,Mustard Service,"Marco Ochoa,Leonardo Cattani,Adam Perez",574873,574436,24,9000,yes
USUMV2501840,Favorite Country Song,HARDY,Michael Hardy,,,,,yes
QMRSZ2400721,Die Today,Tim Montana,Tim Montana,199464,98689,51,19400,yes
USA2P2514497,Nothing Without Your Love,JIN,Nick Gale,4757771,4591033,0,0,yes
QZTV32545928,One Dark Night,Chris Murphy,Ben Samama,21542,21530,0,0,yes
QZJ842501397,Feels So Good,Aminé,Ely Rise,1060482,1056931,0,0,yes
QZJ842501402,Vacay,Aminé,Ely Rise,3855571,3847593,0,0,yes
QZJ842501396,New Flower,Aminé,Ely Rise,2461273,2445076,58,41800,yes
USUG12501618,Come Back as a Redneck,Morgan Wallen,Michael Hardy,42639110,36078359,88,98300,yes
QZWUY2400054,Little Bit At A Time,Adam Chaffins,Adam Chaffins,2426,2414,0,0,yes
QZWUY2400053,Kentucky Girl,Adam Chaffins,Adam Chaffins,2910,2901,0,0,yes
QZWUY2400047,Trailer Trash,Adam Chaffins,Adam Chaffins,4204,4193,2,5200,yes
USUG12501660,Whiskey In Reverse,Morgan Wallen,Michael Hardy,3127,3127,3,8400,yes
USUG12501627,Whiskey In Reverse,Morgan Wallen,Michael Hardy,41929448,39395766,3,8400,yes
USUG12502313,Miami,HARDY,Michael Hardy,4945327,4907174,4142,3479200,yes
USUG12501669,Miami,Morgan Wallen,Michael Hardy,1153,1153,4142,3479200,yes
USUG12501663,Miami,Morgan Wallen,Michael Hardy,2898,2898,4142,3479200,yes
USUG12501630,Miami,Morgan Wallen,Michael Hardy,74574585,71192825,4142,3479200,yes
USUG12501655,Leaving’s The Least I Can Do,Morgan Wallen,Michael Hardy,3536,3536,0,0,yes
USUG12501621,Leaving’s The Least I Can Do,Morgan Wallen,Michael Hardy,50931178,43804119,0,0,yes
USUG12501635,I Got Better,Morgan Wallen,Michael Hardy,10567,10567,355033,1014124700,yes
USUG12501599,I Got Better,Morgan Wallen,Michael Hardy,563586025,491958401,355033,1014124700,yes
USUG12501616,If You Were Mine,Morgan Wallen,David Garcia,89887644,69713172,1,2800,yes
QZWUY2400052,Dive Bar Moses,Adam Chaffins,"Adam Chaffins,Bobby Hamrick",7472,7084,0,0,yes
USWB12500371,Think About Me,Tyler Braden,Adam Wood,623162,493181,0,0,yes
DES232500180,Watching Over You,Nu Aspect,Melodie Wagner,1327249,1325698,0,0,yes
USUMV2501742,Whiskey In Reverse,Morgan Wallen,Michael Hardy,858,858,3,8400,yes
USUMV2501830,Miami,Morgan Wallen,Michael Hardy,0,0,4142,3479200,yes
USUMV2501745,Miami,Morgan Wallen,Michael Hardy,2249,2249,4142,3479200,yes
USUMV2501737,Leaving’s The Least I Can Do,Morgan Wallen,Michael Hardy,561,561,0,0,yes
USUMV2501818,I Got Better,Morgan Wallen,Michael Hardy,0,0,355033,1014124700,yes
USUMV2501717,I Got Better,Morgan Wallen,Michael Hardy,2329,2329,355033,1014124700,yes
USQX92502247,Bottle Rockets (Hold My Hand),Scotty McCreery,"Bobby Hamrick,Brent Anderson,Derek George,Frank Rogers,Jeremy Bussey,Monty Criswell",137770593,109108938,265404,666010000,yes
USQX92306509,No Country For Old Men,Scotty McCreery,"Brent Anderson,Derek George,Frank Rogers,Monty Criswell",455377,387182,0,0,yes
QM6N22566115,Choose Love,KC Lights,Melodie Wagner,245902,242624,2,4500,yes
QZS7J2518810,Suzette,Nami,Hamish,88787,87531,0,0,yes
QZQAY2549630,Northstar,Nami,Hamish,15629,15484,0,0,yes
QZQAY2558944,Need You Around,Nami,Hamish,28934,28908,0,0,yes
QZQAY2535160,Hues,Nami,Hamish,42276,42248,0,0,yes
QZQAY2504267,Forever,Nami,Hamish,26169,26124,0,0,yes
DEXC82500052,Connoisseur,Nami,Hamish,27077,25867,0,0,yes
QZQAY2545710,Connoisseur,Nami,Hamish,137409,136822,0,0,yes
QZDA42565723,Save A Dance For Me,Tristan Roberson,Jessica Cayne,109791,109731,0,0,yes
QZDA42565727,She Still Calls Me,Tristan Roberson,"Jessica Cayne,Matthew Morrisey",48035,48022,0,0,yes
USSM12501020,More To Lose,Miley Cyrus,Autumn Rowe,4289072,3891904,1,1100,yes
QZSY62100216,Like A River,Desure,Joe Janiak,1055,1055,0,0,yes
QMRSZ2500171,Let Him In Anyway,Blake Shelton,Michael Hardy,9803462,8885816,97988,194487200,yes
QZWUY2500058,She Would've Loved This,Brooke Lee,"Brooke Lee,Justin Richards",29722,29263,0,0,yes
GBARL2500634,Somebody Else,e.motion,Nick Gale,2636,2617,0,0,yes
QZRD92507116,Love Me Anyway,LECADE,LECADE,3,3,0,0,yes
USUM72500504,Drunk Girls in Bathrooms,Maddie & Tae,"Jamie Moore,Ryan Beaver",310809,296127,389,0,yes
GBAHS2501560,tears & wishes,Sawyer Utah,Sawyer Utah,318509,317236,0,0,yes
USUG12502839,Luckiest Man Alive,HARDY,Michael Hardy,529,529,497,1073300,yes
USUG12502842,Girl With A Gun,HARDY,Michael Hardy,262,262,80,163900,yes
USUG12502838,Girl With A Gun,HARDY,Michael Hardy,335,335,80,163900,yes
USUG12502840,Favorite Country Song,HARDY,Michael Hardy,1096,1096,0,0,yes
USUG12502841,Buck On The Wall,HARDY,Michael Hardy,245,245,1,3300,yes
USUG12502836,Buck On The Wall,HARDY,Michael Hardy,355,355,0,0,yes
SGB502505428,Rocky Mountain,Bryce Vine,Jessica Cayne,344609,333428,0,0,yes
QMRSZ2500344,Giddy Up,Brooke Eden,Brock Westover,76375,72153,0,0,yes
USWB12500732,I Need A Truck,Maddox Baston,David Garcia,1419998,1372147,0,0,yes
USUYG1721867,Category 6,Dawson Anderson,Connor McCutcheon,898555,885311,0,0,yes
QMRSZ2500588,Rainbow Rodeo,Brooke Eden,Brock Westover,27543,27341,0,0,yes
GBARL2500545,Somebody Else,e.motion,Nick Gale,8609,8609,0,0,yes
QZTRX2565129,Do Whatever Feels Right,First Time Thieves,"Cale Dodds,Justin Halpin",364,364,0,0,yes
QMX232518320,Favorite Country Song,HARDY,Michael Hardy,,,,,yes
QMX232518318,Buck On The Wall,HARDY,Michael Hardy,,,,,yes
QMX232518319,Wait In The Truck,HARDY,Michael Hardy,,,,,yes
GBAHS2500216,Muse,Essosa,Melodie Wagner,440601,440003,0,0,yes
QMRSZ2402136,Still Dancing,Billy Idol,Joe Janiak,416434,367484,132,455300,yes
QMRSZ2402135,I'm Your Hero,Billy Idol,Joe Janiak,54741,52006,0,0,yes
QMRSZ2402134,Gimme The Weight,Billy Idol,Joe Janiak,55471,51220,0,0,yes
QMRSZ2402127,Dream Into It,Billy Idol,Joe Janiak,83115,80562,0,0,yes
QM6N22513501,Switchblade,Gable Bradley,"Mike Fiorentino,Nathan Barlowe",917,888,0,0,yes
QM6N22513477,Nothing At All,Gable Bradley,"Mike Fiorentino,Nathan Barlowe",2503,2492,0,0,yes
QZQAY2552080,Rain In The Desert,Grace Asbury,Jessica Cayne,46425,46289,0,0,yes
QZWDD2458042,Settling In,Grace Asbury,"Jessica Cayne,Justin Richards",31520,31465,0,0,yes
QZSYP2568753,Where The Wind Blows,Grace Asbury,Jessica Cayne,4401,4401,0,0,yes
QZEQU2500660,Love On The Radio,Clayton Mullen,Matthew Morrisey,915114,899019,0,0,yes
QZ9H32500036,Conversation Overtime,Mustard Service,"Marco Ochoa,Leonardo Cattani,Adam Perez",544193,543159,0,0,yes
QZZVQ2500120,Country in the Clouds,Dylan Marlowe,Brent Anderson,2572526,2562025,4,9500,yes
QM6MZ2578141,Scares Me To Death,Juno James,Jordan Cosmo,8115,8061,0,0,yes
QZEQU2500663,Miss Wannabe,Jenna Davis,Shane Stevens,1588738,1524916,0,0,yes
GBWUL2597716,ETITOY,Cale Dodds,Cale Dodds,6941,6642,0,0,yes
QZEQU2500496,Heaven Has A Grand Ole Opry,Smithfield,Adam Wood,46877,40784,0,0,yes
QZTRX2528348,Nobody Wins,Riley Taylor,Justin Halpin,4096,4094,0,0,yes
GBARL2500497,Somebody Else,e.motion,Nick Gale,15122,15112,0,0,yes
QZEQU2500547,Fightin' Words,Hayden Coffman,Connor McCutcheon,437787,369223,0,0,yes
USAT22402718,Praise The Lord,Breland,"David Garcia,Michael Hardy",85883,80185,105,280800,yes
GBWUL2556915,Rosary on the Rearview,Joe Bryson,Joe Bryson,16312,16307,0,0,yes
QZK6N2524860,Built to Last,Bobby McClendon,Joe Bryson,889,872,0,0,yes
QZK6N2535799,Into Words,Kala'e Parish,Bobby Hamrick,14200,14200,0,0,yes
GBWUL2540349,Higher,Toby Lightman,Shane Stevens,14869,14774,0,0,yes
QZYG82300117,Placeholder,Julia Minichiello,"Brock Westover,Jessica Cayne",17683,17482,0,0,yes
GBARL2500414,Somebody Else,e.motion,Nick Gale,5827,5821,0,0,yes
QZWUY2500055,So Beautiful,Brooke Lee,Brooke Lee,633650,628880,0,0,yes
GBWUL2575458,Time's A Thief,First Time Thieves,"Cale Dodds,Justin Halpin",123,123,0,0,yes
GBARL2500404,Somebody Else,e.motion,Nick Gale,5838,5833,0,0,yes
BEHP42500003,Dance In The Sunlight,Lost Frequencies,Nick Gale,1409373,1329482,0,0,yes
USRC12500367,More,Tele,Ben Samama,10408,10218,0,0,yes
QZWUY2400051,Living Till My Dying Day,Adam Chaffins,Adam Chaffins,6855,4880,0,0,yes
US5ED2406836,Not As I've Done,Kasey Tyndall,"Adam Wood,Justin Richards",386315,332200,3,0,yes
QZRD92506905,Hope It Kills Me,LECADE,LECADE,,,,,yes
QZXF32500001,180,mxrgan,Sawyer Utah,19888,19888,0,0,yes
QZEQU2500407,Can't Make That Up,McCoy Moore,Brinley Addington,226999,223471,0,0,yes
USUM72501444,Yard Sale,Priscilla Block,David Garcia,3241560,2671691,68,7200,yes
QZRD92406394,California 1972,Ryan Hurd,Ryan Beaver,62313,60755,0,0,yes
QZWUY2400045,Two Beers,Connor McCutcheon,"Brent Anderson,Connor McCutcheon",6904,6766,0,0,yes
QZWUY2500050,Move On Together,Connor McCutcheon,Connor McCutcheon,40696,40447,0,0,yes
QM24S2500703,Diesel,Sam Stoane,Jessica Cayne,94805,94803,0,0,yes
QZ9H32500035,Big Time,Mustard Service,"Marco Ochoa,Adam Perez,Leonardo Cattani",1375772,1374466,0,0,yes
USUMV2501140,Jim Bob,HARDY,"David Garcia,Michael Hardy",,,,,yes
USUG12502344,Psycho,HARDY,Michael Hardy,11119,11020,1524,1054100,yes
USUG12502343,Psycho,HARDY,Michael Hardy,176284,170569,1524,1054100,yes
USUG12502234,Psycho,HARDY,Michael Hardy,0,0,1524,1054100,yes
QZWUY2400049,Candy Cigarettes,Luna Halo,"Derek George,Monty Criswell,Nathan Barlowe",1309,1294,0,0,yes
QZEQU2500406,Ride It Out,Alli Walker,"Brinley Addington,Dave Cohen",239320,227049,0,0,yes
QMRSZ2500240,Serious Face,Austin & Colin,Bobby Hamrick,3150,3055,0,0,yes
USLD91773007,Villain,Fordo,Hunter Madrid,1973818,1966744,0,0,yes
QM4TW2568267,City of the Angels,Juno James,Jordan Cosmo,21121,21047,0,0,yes
QM4TX2533306,Silk and Sandpaper,"Brooke Lee,Gabe Bradley","Brooke Lee,Mike Fiorentino",36433,36401,0,0,yes
USLZJ2551838,What We Do Best,First Time Thieves,"Brock Westover,Cale Dodds,Justin Halpin",369,369,0,0,yes
USUM72500753,That'd Be You,Timothy Wayne,Jamie Moore,46686,45917,6,17800,yes
USA2P2507757,Breath on Me,Capri Everitt,Timothy Prater,225,225,0,0,yes
USA2P2507756,Unbreak Me,Capri Everitt,Timothy Prater,444,444,0,0,yes
USA2P2507758,Starlight,Capri Everitt,Timothy Prater,1107,1082,0,0,yes
USA2P2507755,Dancing With Your Shadow,Capri Everitt,Timothy Prater,486,486,0,0,yes
USA2P2474729,Spiders,Capri Everitt,Timothy Prater,1312,1298,0,0,yes
USA2P2507616,Oops,Fraser Churchill,Brock Westover,14958,14957,0,0,yes
QM4TW2515713,Root Down,Noah Guthrie,"Bobby Hamrick,Joy Williams",8953,7895,0,0,yes
USA2P2468416,High Hopes,Kip Moore,David Garcia,478566,434277,0,0,yes
USUMV2500807,Nonchalant,Sikarus,Michael Hardy,0,0,0,0,yes
QM4TW2539855,I Can't Quit,"Shane Stevens,Sara Evans",Shane Stevens,26336,25778,0,0,yes
QZWUY2500048,Call Me Pretty,Brooke Lee,"Brooke Lee,Matthew Morrisey",142367,138746,0,0,yes
GBARL2500214,Somebody Else,e.motion,Nick Gale,250651,250210,0,0,yes
USRC12500196,IYKTYK,Eem Triplin,Ely Rise,17328,17073,0,0,yes
USRC12500193,If We Being Honest,Eem Triplin,Ely Rise,14985,14930,0,0,yes
USRC12500197,Feyonce,Eem Triplin,Ely Rise,14802,14721,0,0,yes
USRC12500192,Came In It,Eem Triplin,Ely Rise,32806,32023,0,0,yes
USM1C2400017,I Apologize,Sidewalk Prophets,Justin Richards,547734,208382,0,0,yes
TCAJG2501132,Broken Condoms,Danae Hayes,Jessica Cayne,69297,69045,0,0,yes
QZWUY2400044,I Don't Miss You At All,Connor McCutcheon,"Brent Anderson,Connor McCutcheon",12057,11992,0,0,yes
USM1C2400006,Power Of A Tender Heart,Sidewalk Prophets,Justin Richards,144555,131432,0,0,yes
USUMV2500558,Jim Bob,HARDY,"David Garcia,Michael Hardy",49555,49555,4335,2317400,yes
USUG12501098,Psycho,HARDY,Michael Hardy,188192,185897,1524,1054100,yes
USUG12501093,Wait In The Truck,HARDY,Michael Hardy,936996,924099,7269,28775700,yes
USUG12501087,One Beer,HARDY,Michael Hardy,222249,220737,4080,7979100,yes
USQX92500205,Red Letter Blueprint,"Scotty McCreery ,Jason Crabb","Brent Anderson,Derek George,Jeremy Bussey,Monty Criswell",1087800,544049,25,29500,yes
QZRD92406492,Liquor & Cigarettes,LECADE,LECADE,137029,134080,0,0,yes
USWB12405148,I Don't Like You Anymore,Maddox Baston,David Garcia,4775951,4485858,3,2500,yes
QZ5FN2505998,Everything Changed,First Time Thieves,"Justin Halpin,Cale Dodds",102,102,0,0,yes
ES75E2500279,Mala Fama,Marc Tinez,"Chizzy,Marc Tinez",756,723,0,0,yes
BEIW12500028,Tears On My Piano,Joel Corry,Melodie Wagner,88126,81822,0,0,yes
USWB12405417,Mine Tomorrow,Hudson Westbrook,Ryan Beaver,24587699,22242110,0,0,yes
CA74P2400009,The Life For Me,Jess Moskaluke,"Jessica Cayne,Matthew Morrisey",23093,20180,0,0,yes
USUG12409347,Those Kind Of Women,Lauren Alaina,"Derek George,Monty Criswell",3552291,2099907,174,60500,yes
USUG12500506,Slow Motion,Marshmello,Nick Gale,62997357,39008209,2284,582600,yes
QZXF32400015,Sundress Cigarette,mxrgan,Sawyer Utah,196172,196167,0,0,yes
QMFME2478639,Shyne 4 Me,Knock2,Hamish,290002,289676,0,0,yes
QMFME2478555,Shake The City,Knock2,Hamish,1591206,1585579,418,253200,yes
QMFME2478670,Fast N Slow,Knock2,Hamish,298790,296876,0,0,yes
QZSY62100225,Damn Those City Lights,Desure,Joe Janiak,2251,2251,0,0,yes
USUG12500103,Jim Bob,HARDY,"David Garcia,Michael Hardy",28905,27286,4335,2317400,yes
USUG12500102,Jim Bob,HARDY,"David Garcia,Michael Hardy",33,33,4335,2317400,yes
USUG12500101,Jim Bob,HARDY,"David Garcia,Michael Hardy",985581,571493,4335,2317400,yes
QT3F42463160,World Burns Down,Jasper Charles,Joe Bryson,62222,62174,0,0,yes
USA5W2400055,Real Love,Ryan Ellis,Shane Stevens,429788,408412,0,0,yes
CA74P2400010,That's More Like It,Savannah Jade,Cale Dodds,15331,15193,0,0,yes
QZWUY2400042,Motel Livin',Brooke Lee,Brooke Lee,59426,58742,0,0,yes
QZWUY2400043,Devil On My Shoulder,Connor McCutcheon,"Brent Anderson,Connor McCutcheon",7923,7840,0,0,yes
QZYG82300097,Pray Your Name,Hudson Westbrook,Ryan Beaver,17783766,15168314,0,0,yes
QZW9K2494728,Live To Die,Tommy Lyon,Jordan Cosmo,49231,49149,0,0,yes
USM1C2400015,Father Let It Be,Sidewalk Prophets,Justin Richards,13046452,2560287,20140,42820900,yes
USWB12404149,Can A Heart Take,Warren Zeiders,Ryan Beaver,15555832,11711684,0,0,yes
QMRSZ2402158,Boom Boom Sauce,Austin & Colin,Bobby Hamrick,24614,24240,0,0,yes
QZZEB2462872,Change Is A Beautiful Thing,First Time Thieves,"Cale Dodds,Justin Halpin",548,548,0,0,yes
QZW9L2499382,She Went LA (Without Her Passport),Zach Loizou,Jordan Cosmo,4639,4637,0,0,yes
USAR12400565,Simple Life,Zach Hood,Sawyer Utah,472774,303677,0,0,yes
QZZ7M2425596,24/7,Brooke Daye,Patrick Ridgen,39554,39553,0,0,yes
QMDA62472896,Cosmic Superhighways,Peacemode,Joe Janiak,2572,2565,0,0,yes
QMBZ92445448,Ladder of Love,Peacemode,Joe Janiak,1196,1188,0,0,yes
QMDA62470637,Wild Ones,Peacemode,Joe Janiak,2363,2354,0,0,yes
QM7282430602,Sweet Anjali,Peacemode,Joe Janiak,2143,2135,0,0,yes
QZZ772463855,Hand in Hand,Koda Kids,Autumn Rowe,209,209,0,0,yes
QZWUY2300005,Look At Me Now,First Time Thieves,"Cale Dodds,Justin Halpin",210,209,0,0,yes
QMRSZ2401893,Big Bad Frog,Austin & Colin,"Bobby Hamrick,Shane Stevens",347559,346623,0,0,yes
QZS7J2471444,Dangerous Game,"""Stellar, Camylio""",Camylio,474429,464482,0,0,yes
QZEQU2402058,Dear Santa,Jenna Davis,Shane Stevens,328645,174190,0,0,yes
QT2JK2400024,Flame/Downfall,Graham Bright,Sawyer Utah,2491,2491,0,0,yes
QZZ8A2496216,WWJGTD,Joe Bryson,Joe Bryson,40092,40090,0,0,yes
QZZ8A2496212,More Days Like Today,Joe Bryson,Joe Bryson,17154,17154,0,0,yes
QZZ8A2496222,Lighter,Joe Bryson,Joe Bryson,2579,2577,0,0,yes
USA2P2469410,Tops,VITA,Hamish,10626,10584,0,0,yes
USA2P2469406,Reload,VITA,Hamish,3891,3875,0,0,yes
USA2P2469405,Island,VITA,Hamish,2203,2190,0,0,yes
USA2P2469404,Fade,VITA,Hamish,21804,19453,0,0,yes
USA2P2469407,Alive,VITA,Hamish,3602,3590,0,0,yes
QZVEM1827524,Sweet Pea,Mira Housey,Mira Housey,608,608,0,0,yes
QZVEM1827523,If It's The End,Mira Housey,Mira Housey,36389,36354,0,0,yes
QZVEM1827522,Mia,Mira Housey,Mira Housey,3979,3978,0,0,yes
QMBZ92444770,Inside Your Love,Silverlites,Rich Robinson,302,302,0,0,yes
QMBZ92444761,Still Don't Know You,Silverlites,Rich Robinson,906,906,0,0,yes
QMBZ92444760,No One To Follow,Silverlites,Rich Robinson,1223,1219,0,0,yes
QMBZ92444759,Forever And A Day,Silverlites,Rich Robinson,928,928,0,0,yes
QMBZ92444763,When You're Around,Silverlites,Rich Robinson,635,635,0,0,yes
QMBZ92444764,Need to Fly,Silverlites,Rich Robinson,1726,1712,0,0,yes
QMBZ92444768,Lifted,Silverlites,Rich Robinson,372,372,0,0,yes
QMBZ92444767,Looking For A Friend,Silverlites,Rich Robinson,414,414,0,0,yes
QMBZ92444765,No Time,Silverlites,Rich Robinson,482,482,0,0,yes
QMBZ92444769,No More,Silverlites,Rich Robinson,249,247,0,0,yes
USAR12400420,Hole In My Pocket,Zach Hood,"Camylio,Sawyer Utah",147944,138929,0,0,yes
QZAKB2432395,Worry About You,Remy,Remy Gautreau,9067,9065,0,0,yes
US38Y2426651,Mistake,Keni Titus,Jason Vance Harris,218346,217553,0,0,yes
QZEQU2402090,Slow Motion,Michael Rotundo,Patrick Ridgen,28523,27404,0,0,yes
QZZ8A2461741,When The Sun Goes Down,First Time Thieves,"Cale Dodds,Justin Halpin",177,170,0,0,yes
QT2JK2400012,Grid,Sophia Sheth,Remy Gautreau,1208,1208,0,0,yes
USUYG1578144,Wings,Camo,Hunter Madrid,25515,25514,0,0,yes
USUYG1578143,Waterfalls,Camo,Hunter Madrid,27911,27887,0,0,yes
QMBZ92444766,Dark and Magic Sky,Silverlites,Rich Robinson,743,743,0,0,yes
QZAKB2432769,Cinematic,David Alexander,Sawyer Utah,16659,16658,0,0,yes
QZWFQ2436849,Call It,Cat Flint,Joe Bryson,1062,1062,0,0,yes
QMRSZ2500543,Move It,Austin & Colin,Bobby Hamrick,26637,26616,0,0,yes
QMRSZ2401767,Move It,Austin & Colin,Bobby Hamrick,300929,299773,0,0,yes
QZEQU2401958,Really Bad Kisser,Jenna Davis,Shane Stevens,353685,331443,0,0,yes
QZRD92406170,Liquor & Cigarettes,LECADE,LECADE,1631120,1516978,0,0,yes
AEA3A2314337,Boy Like You,Fiaa Hamilton,Jordan Cosmo,185,185,0,0,yes
QZWFL2425896,Ready for the Worst,Bobby McClendon,Joe Bryson,754,737,0,0,yes
QZWH32400551,I Hate Cowboys,Chase Rice,Michael Hardy,13491,13478,0,0,yes
QZRD92406128,This Party Sucks,Ryan Hurd,"Brinley Addington,David Garcia,Ryan Beaver",196132,193611,0,0,yes
GBUM72402504,Sweetness,Elmiene,Ely Rise,1979071,1916669,2,300,yes
QZTVM2459712,Naughty Boys,Zach Loizou,Jordan Cosmo,5465,5465,0,0,yes
USA2P2454522,Butterflies,VITA,Hamish,48048,47512,0,0,yes
USA2P2464437,Savior,VITA,Hamish,85289,84708,0,0,yes
QT2JK2400020,Wrestling With God,Graham Bright,Remy Gautreau,1665,1665,0,0,yes
QZAKB2418142,All That Matters,Remy,Remy Gautreau,2972,2970,0,0,yes
QZWFN2481386,Perfect,9rofit,"Patrick Ridgen,RYON",20,20,0,0,yes
QZW9K2407152,Hate.Ur.Happy,Liam Coleman,Joe Bryson,7258,7257,0,0,yes
QMBZ92444762,"Don't Go, Don't Stay",Silverlites,Rich Robinson,2787,2783,25,26100,yes
QT2VB2430871,Nobody Knows My Name,Mira Housey,Mira Housey,4069,4068,0,0,yes
QZWV32473266,Wild Magnolia,Joe Bryson,Joe Bryson,247133,247087,0,0,yes
GXD7V2301213,Something That You're Not,Bryce Vine,Erik Belz,611117,410451,0,0,yes
QM24S2406224,Hands Up,Backpack Jones,RYON,14,14,0,0,yes
USAR12400371,Happy Ever After,Zach Hood,Sawyer Utah,484697,457297,0,0,yes
QZQAY2454452,I Got It,Jules Halpern,Autumn Rowe,264,264,0,0,yes
USHR12448596,Magic,Andy Grammer,Autumn Rowe,3792544,2634331,587,0,yes
QZWUY2400027,Justified,Connor McCutcheon,"Connor McCutcheon,Mike Fiorentino,Sawyer Utah",3549,3526,0,0,yes
QMBZ92460557,san fran (feat. mxrgan),Sawyer Utah,Sawyer Utah,49158,49114,0,0,yes
QZZVQ2400211,Hungover In A Deer Stand,Dylan Marlowe,"David Garcia,Ryan Beaver",580967,557488,0,0,yes
USAT22408756,Damn Good Life,Brittney Spencer,Autumn Rowe,3226,3127,0,0,yes
DGA0L2420157,Off My Mind,Delf,blckatom,317,317,0,0,yes
DGA0L2420156,Delicious,Delf,blckatom,299,299,0,0,yes
AEA3A2426038,Rivers In The Night,Fiaa Hamilton,Jordan Cosmo,166,166,0,0,yes
QZAKB2418140,Pool With Our Clothes On,Remy,Remy Gautreau,10571,10551,0,0,yes
QM7YK2300250,El Diablo,Neon Trees,Joe Janiak,171058,166995,0,0,yes
USUM72409508,Game Show,GIna Alice,Joe Janiak,358,357,0,0,yes
USUM72409506,Lonely In Paris,GIna Alice,Joe Janiak,424,424,0,0,yes
TCAIR2464793,Let's Get Rollin,Gowa Gibbs,Dave Cohen,5050,5049,0,0,yes
USC4R2441697,Vienna (Everything's Fine),Vienna Vienna,Joe Janiak,520144,517567,1,0,yes
USUYG1569703,I Could See It,Jordana Bryant,Matthew Morrisey,47720,45750,0,0,yes
QZEQU2401669,College Town Taught Me,Grant Gilbert,Matthew Morrisey,94536,92561,0,0,yes
USQX92401584,Fall of Summer,Scotty McCreery,"Brent Anderson,Derek George,Frank Rogers,Monty Criswell",155793,155531,3894,13645400,yes
QZWV32444786,Feel Some Kinda Way,First Time Thieves,"Cale Dodds,Justin Halpin",126,124,0,0,yes
QZXDB2300109,Universe,David Kushner,Nick Gale,1252392,1009184,0,0,yes
TLVEM2484877,Fall Apart,Mira Housey,Mira Housey,890,890,0,0,yes
FRZ042400306,Joy,Angelique Kidjo,Autumn Rowe,100989,98826,7,59000,yes
QZTAW2428962,Montana Mustang,Clay Cormier,Joe Bryson,3205,3205,0,0,yes
QM24S2404551,Sadder Day,Craig Campbell,Brinley Addington,168310,167120,0,0,yes
USUM72409932,Train Of Thought,Vincent Mason,Ryan Beaver,4521072,4471332,4,13200,yes
USA2P2434266,Sayless,VITA,Hamish,36513,35902,0,0,yes
QZQAY2439343,Man Down!,Marino.,Patrick Ridgen,44,44,0,0,yes
QZAKB2416372,Finding My People,Remy,Remy Gautreau,47252,47242,0,0,yes
QZWUY2400024,Heart Starts Healing,Brooke Lee,Brooke Lee,4124,4114,0,0,yes
USUM72407249,I'm Pretty,KATSEYE,Nick Gale,25645250,24896309,1,0,yes
QZS7J2382811,Dopamine,Mathes,Hamish,275,275,0,0,yes
QZFZ42403365,Cut Me Open,JaeyBxrd,Remy Gautreau,172259,172222,0,0,yes
QT2JK2400004,Good Bad & Ugly,JaeyBxrd,Remy Gautreau,891309,890556,0,0,yes
QZNMU2422298,Spin The Town,Richie Allen,Chizzy,48299,41914,0,0,yes
QM7282455531,"Holding On, Holding Out",Adam Chaffins,Adam Chaffins,4910,4886,0,0,yes
CBE5Q2400004,You,Nathalie King,Joseph of Mercury,8,8,0,0,yes
QZTAX2494466,Fragile,Ellee Duke,Mira Housey,6642,6618,0,0,yes
QZQAY2400222,The Way I Lose,John Daly,"Jeremy Bussey,Tyler Reeve",2403,2403,0,0,yes
QZSYP2469089,Wasted Prayers,John Daly,Tyler Reeve,4164,4164,0,0,yes
USAT22402899,Pilot,Ravyn Lenae,Ely Rise,2157268,2132198,0,0,yes
USAT22402900,Days,Ravyn Lenae,Ely Rise,3772146,3753644,0,0,yes
USAT22402896,Candy,Ravyn Lenae,Ely Rise,768463,765177,0,0,yes
USRC12402532,FIJI,Eem Triplin,Ely Rise,69431,69306,2,0,yes
USRC12402530,FIJI,Eem Triplin,Ely Rise,3178639,3172209,2,0,yes
QZNJY2437801,This Skin,MILCK,Autumn Rowe,13385,13305,0,0,yes
USUM72408817,DMPB,Yung Gravy,"Patrick Ridgen,RYON",689019,680796,0,0,yes
USUM72408819,DMPB,Yung Gravy,"Patrick Ridgen,RYON",64320,58989,0,0,yes
QZWDE2432007,Good Day,Cale Dodds,Cale Dodds,6064,5957,0,0,yes
USA2P2444866,Where Are You Tonight?,Gryffin,Melodie Wagner,674910,576670,1025,182300,yes
